Model Name,Model Parameters,Epochs,Category,Category Name,Category Video,Model Time,Seed,F1 (0.5),Loss
Madu2,0,60,25,shadow,busStation,0.023956498,5,0.705315291,0.30166617
Madu2,0,60,26,shadow,copyMachine,0.024952996,5,0.929684554,0.16894835
Madu2,0,60,27,shadow,cubicle,0.024149776,5,0.859220163,0.160273266
Madu2,0,60,28,shadow,peopleInShade,0.024540583,5,0.514993473,0.671159278
Madu2,0,60,29,nightVideos,bridgeEntry,0.024575406,5,0.415514486,1.309338452
Madu2,0,60,30,nightVideos,busyBoulvard,0.021188295,5,0.404584683,0.810354955
Madu2,0,60,31,nightVideos,fluidHighway,0.024183134,5,0.545627095,0.779232251
Madu2,0,60,32,nightVideos,streetCornerAtNight,0.017062247,5,0.58602066,0.230046421
Madu2,0,60,33,nightVideos,tramStation,0.023205841,5,0.793999457,0.581215267
Madu2,0,60,34,nightVideos,winterStreet,0.024132642,5,0.582300745,0.72049893
Madu2,0,60,35,turbulence,turbulence0,0.024557436,5,0.819289929,0.12647757
Madu2,0,60,36,turbulence,turbulence1,0.023807049,5,0.708478952,0.50936381
Madu2,0,60,37,turbulence,turbulence2,0.020075452,5,0,0.22891549
Madu2,0,60,38,turbulence,turbulence3,0.024055327,5,0.789216939,0.775685172
Madu2,0,60,47,cameraJitter,badminton,0.023779345,5,0.676527725,0.280818334
Madu2,0,60,48,cameraJitter,boulevard,0.024084234,5,0.767274054,0.338757709
Madu2,0,60,49,cameraJitter,sidewalk,0.024071455,5,0.830109564,0.23983402
Madu2,0,60,50,cameraJitter,traffic,0.026154011,5,0.882483783,0.310335055
Ensemble2,0,60,0,baseline,pedestrians,0.047300506,5,0.697213723,0.5392404
Ensemble2,0,60,1,baseline,PETS2006,0.054018649,5,0.834866984,0.224749446
Ensemble2,0,60,2,baseline,highway,0.051434755,5,0.959885303,0.539437155
Ensemble2,0,60,3,baseline,office,0.046348784,5,0.81110357,0.453818567
Ensemble2,0,60,5,lowFramerate,tramCrossroad_1fps,0.038603306,5,0.047469078,0.745517008
Ensemble2,0,60,6,lowFramerate,tunnelExit_0_35fps,0.044443035,5,0.414104398,0.818048763
Ensemble2,0,60,7,lowFramerate,turnpike_0_5fps,0.051010927,5,0.942813119,0.395220864
Ensemble2,0,60,8,thermal,corridor,0.052040565,5,0.929867051,0.360086769
Ensemble2,0,60,9,thermal,diningRoom,0.051025259,5,0.836909541,0.39147583
Ensemble2,0,60,10,thermal,lakeSide,0.052221274,5,0.626231161,0.32034734
Ensemble2,0,60,11,thermal,library,0.051250422,5,0.973958617,0.20728548
Ensemble2,0,60,12,thermal,park,0.055899811,5,0.715835034,0.196641061
Ensemble2,0,60,13,badWeather,blizzard,0.047460747,5,0,1.007030467
Ensemble2,0,60,14,badWeather,skating,0.046523941,5,0.945728507,0.163518029
Ensemble2,0,60,15,badWeather,snowFall,0.045841002,5,0,0.787376716
Ensemble2,0,60,16,badWeather,wetSnow,0.051584613,5,0,5.632326224
Ensemble2,0,60,18,dynamicBackground,canoe,0.051420641,5,0,2.853080547
Ensemble2,0,60,19,dynamicBackground,fall,0.046226823,5,0.757403389,0.732932434
Ensemble2,0,60,21,dynamicBackground,fountain02,0.046648343,5,0,0.415928206
Ensemble2,0,60,22,dynamicBackground,overpass,0.051696026,5,0.711894942,0.379411917
Ensemble2,0,60,23,shadow,backdoor,0.051548207,5,0.918810431,0.260007668
Ensemble2,0,60,24,shadow,bungalows,0.046012977,5,0.78168784,0.243789166
Ensemble2,0,60,25,shadow,busStation,0.047389189,5,0.76680115,0.376049375
Ensemble2,0,60,26,shadow,copyMachine,0.050853801,5,0.920473258,0.348033947
Ensemble2,0,60,27,shadow,cubicle,0.047399473,5,0.89976042,0.12613919
Ensemble2,0,60,28,shadow,peopleInShade,0.045805593,5,0.650250511,1.121685643
Ensemble2,0,60,29,nightVideos,bridgeEntry,0.047543698,5,0,14.44477921
Ensemble2,0,60,30,nightVideos,busyBoulvard,0.040054774,5,0.402489083,5.242184611
Ensemble2,0,60,31,nightVideos,fluidHighway,0.045108179,5,0.384994725,1.604661259
Ensemble2,0,60,32,nightVideos,streetCornerAtNight,0.030141282,5,0,0.615172105
Ensemble2,0,60,33,nightVideos,tramStation,0.043146968,5,0.724550316,0.964820854
Ensemble2,0,60,34,nightVideos,winterStreet,0.046765566,5,0.606271074,1.078295655
Ensemble2,0,60,35,turbulence,turbulence0,0.046693075,5,0.798808859,0.152484561
Ensemble2,0,60,36,turbulence,turbulence1,0.046217644,5,0.70811722,2.817266014
Ensemble2,0,60,37,turbulence,turbulence2,0.03489958,5,0.000833078,24.15072708
Ensemble2,0,60,38,turbulence,turbulence3,0.046855744,5,0.629277948,11.82470472
Ensemble2,0,60,47,cameraJitter,badminton,0.046800137,5,0.746377635,0.281329668
Ensemble2,0,60,48,cameraJitter,boulevard,0.047113132,5,0.836633544,0.32463042
Ensemble2,0,60,49,cameraJitter,sidewalk,0.047183037,5,0.80055546,0.2277859
Ensemble2,0,60,50,cameraJitter,traffic,0.052393168,5,0.823714209,0.234899062
median,0,60,0,baseline,pedestrians,0.014001894,1,0.961313942,0.138453633
dft,0,60,0,baseline,pedestrians,0.01532352,1,0.953960867,0.129016298
svd,0,60,0,baseline,pedestrians,0.022661972,1,0.967437612,0.1249108
Madu2,0,60,0,baseline,pedestrians,0.023536468,1,0.951562108,0.129018494
Series2,0,60,0,baseline,pedestrians,0.017493653,1,0.909315321,0.249001177
Ensemble2,0,60,0,baseline,pedestrians,0.047531915,1,0.959385366,0.128377875
median,0,60,0,baseline,pedestrians,0.014998031,2,0.938474412,0.154078364
dft,0,60,0,baseline,pedestrians,0.015096617,2,0.922235483,0.158155965
svd,0,60,0,baseline,pedestrians,0.023092937,2,0.915165443,0.168774437
Madu2,0,60,0,baseline,pedestrians,0.025760245,2,0.952668164,0.149609443
Series2,0,60,0,baseline,pedestrians,0.017571187,2,0.923333945,0.201238764
Ensemble2,0,60,0,baseline,pedestrians,0.046679616,2,0.944546444,0.162586293
median,0,60,0,baseline,pedestrians,0.015057111,3,0.941700796,0.130542584
dft,0,60,0,baseline,pedestrians,0.015392947,3,0.922471129,0.176978422
svd,0,60,0,baseline,pedestrians,0.022809625,3,0.871709466,0.232238249
Madu2,0,60,0,baseline,pedestrians,0.023645282,3,0.918897719,0.134610966
Series2,0,60,0,baseline,pedestrians,0.017869043,3,0.92340541,0.193057517
Ensemble2,0,60,0,baseline,pedestrians,0.046692181,3,0.94909342,0.16416868
median,0,60,1,baseline,PETS2006,0.017976869,1,0.786191077,0.193881505
dft,0,60,1,baseline,PETS2006,0.018145691,1,0.760507938,0.204201189
svd,0,60,1,baseline,PETS2006,0.025791667,1,0.857047443,0.1442862
Madu2,0,60,1,baseline,PETS2006,0.027130582,1,0.741053757,0.214500436
Series2,0,60,1,baseline,PETS2006,0.020597805,1,0.800007141,0.20476689
Ensemble2,0,60,1,baseline,PETS2006,0.056589495,1,0.834449951,0.156375642
median,0,60,1,baseline,PETS2006,0.017910394,2,0.768105323,0.216456499
dft,0,60,1,baseline,PETS2006,0.017903848,2,0.79003151,0.195842649
svd,0,60,1,baseline,PETS2006,0.025750745,2,0.849461907,0.158181188
Madu2,0,60,1,baseline,PETS2006,0.027216348,2,0.720789675,0.256134918
Series2,0,60,1,baseline,PETS2006,0.020405574,2,0.689953669,0.30139649
Ensemble2,0,60,1,baseline,PETS2006,0.05418914,2,0.775197231,0.213810055
median,0,60,1,baseline,PETS2006,0.017803084,3,0.804268109,0.177945383
dft,0,60,1,baseline,PETS2006,0.018071413,3,0.776259175,0.207453194
svd,0,60,1,baseline,PETS2006,0.026196913,3,0.861307304,0.152629987
Madu2,0,60,1,baseline,PETS2006,0.026737408,3,0.71609309,0.263390542
Series2,0,60,1,baseline,PETS2006,0.020706047,3,0.819158095,0.218789469
Ensemble2,0,60,1,baseline,PETS2006,0.054563869,3,0.876479411,0.13027705
median,0,60,2,baseline,highway,0.016805951,1,0.931470918,0.137360901
dft,0,60,2,baseline,highway,0.017054717,1,0.934774286,0.143754742
svd,0,60,2,baseline,highway,0.02509346,1,0.93164784,0.13460703
Madu2,0,60,2,baseline,highway,0.026240985,1,0.934439017,0.135260825
Series2,0,60,2,baseline,highway,0.019422515,1,0.935978825,0.239247959
Ensemble2,0,60,2,baseline,highway,0.053298648,1,0.955083079,0.133618405
median,0,60,2,baseline,highway,0.016860135,2,0.947047745,0.11144105
dft,0,60,2,baseline,highway,0.016931438,2,0.948703395,0.239858322
svd,0,60,2,baseline,highway,0.024849971,2,0.969301817,0.237328518
Madu2,0,60,2,baseline,highway,0.025591167,2,0.960245555,0.240314947
Series2,0,60,2,baseline,highway,0.019446246,2,0.950254483,0.109865007
Ensemble2,0,60,2,baseline,highway,0.051919683,2,0.950726434,0.113556234
median,0,60,2,baseline,highway,0.016802343,3,0.94794137,0.111802521
dft,0,60,2,baseline,highway,0.017044369,3,0.942350062,0.134332775
svd,0,60,2,baseline,highway,0.025530322,3,0.94723544,0.124745002
Madu2,0,60,2,baseline,highway,0.026036215,3,0.953343121,0.108124681
Series2,0,60,2,baseline,highway,0.01946303,3,0.94543305,0.12655803
Ensemble2,0,60,2,baseline,highway,0.051272964,3,0.946737933,0.104726661
median,0,60,3,baseline,office,0.015145236,1,0.68731245,0.360515451
dft,0,60,3,baseline,office,0.015190283,1,0.64040698,0.441274237
svd,0,60,3,baseline,office,0.022761106,1,0.716820164,0.347706511
Madu2,0,60,3,baseline,office,0.024408049,1,0.763797667,0.313728044
Series2,0,60,3,baseline,office,0.017850081,1,0.505760024,0.459612977
Ensemble2,0,60,3,baseline,office,0.046904882,1,0.747743961,0.288902314
median,0,60,3,baseline,office,0.014904645,2,0.694922835,0.342518046
dft,0,60,3,baseline,office,0.015470213,2,0.686984963,0.351720347
svd,0,60,3,baseline,office,0.02353149,2,0.699648552,0.30414797
Madu2,0,60,3,baseline,office,0.023858004,2,0.780258457,0.314021545
Series2,0,60,3,baseline,office,0.017932177,2,0.718397034,0.288746427
Ensemble2,0,60,3,baseline,office,0.046355128,2,0.793319041,0.23681843
median,0,60,3,baseline,office,0.015462518,3,0.720624058,0.342052334
dft,0,60,3,baseline,office,0.015630338,3,0.70786416,0.346686871
svd,0,60,3,baseline,office,0.023290104,3,0.807701493,0.217258247
Madu2,0,60,3,baseline,office,0.023833579,3,0.754050187,0.321919459
Series2,0,60,3,baseline,office,0.017830941,3,0.708649306,0.296960567
Ensemble2,0,60,3,baseline,office,0.047110081,3,0.80138035,0.292665593
median,0,60,5,lowFramerate,tramCrossroad_1fps,0.011553844,1,0.764546969,2.043288268
dft,0,60,5,lowFramerate,tramCrossroad_1fps,0.012832959,1,0.777410198,1.794751659
svd,0,60,5,lowFramerate,tramCrossroad_1fps,0.020325859,1,0.525320158,1.406967347
Madu2,0,60,5,lowFramerate,tramCrossroad_1fps,0.020500859,1,0.763389893,1.964713884
Series2,0,60,5,lowFramerate,tramCrossroad_1fps,0.015317877,1,0.691155018,2.238248934
Ensemble2,0,60,5,lowFramerate,tramCrossroad_1fps,0.040154139,1,0,17.22451591
median,0,60,5,lowFramerate,tramCrossroad_1fps,0.012824059,2,0.691099431,3.642133524
dft,0,60,5,lowFramerate,tramCrossroad_1fps,0.012771646,2,0.84281763,0.806973621
svd,0,60,5,lowFramerate,tramCrossroad_1fps,0.0195961,2,0.678963224,1.20426701
Madu2,0,60,5,lowFramerate,tramCrossroad_1fps,0.020330509,2,0.868070313,0.741021196
Series2,0,60,5,lowFramerate,tramCrossroad_1fps,0.0153114,2,0.592879998,2.043972547
Ensemble2,0,60,5,lowFramerate,tramCrossroad_1fps,0.038585822,2,0.788676526,8.599680354
median,0,60,5,lowFramerate,tramCrossroad_1fps,0.012816151,3,0.692111913,1.95828255
dft,0,60,5,lowFramerate,tramCrossroad_1fps,0.01266245,3,0.745290894,1.758425842
svd,0,60,5,lowFramerate,tramCrossroad_1fps,0.019492229,3,0.720829885,0.951719155
Madu2,0,60,5,lowFramerate,tramCrossroad_1fps,0.02029105,3,0.742132408,1.650486698
Series2,0,60,5,lowFramerate,tramCrossroad_1fps,0.015203675,3,0.710620847,2.099462529
Ensemble2,0,60,5,lowFramerate,tramCrossroad_1fps,0.038560987,3,0.839244739,2.004600306
median,0,60,6,lowFramerate,tunnelExit_0_35fps,0.013398314,1,0.473262283,0.574804194
dft,0,60,6,lowFramerate,tunnelExit_0_35fps,0.014598072,1,0,0.609842467
svd,0,60,6,lowFramerate,tunnelExit_0_35fps,0.022102153,1,0.359099374,0.559770101
Madu2,0,60,6,lowFramerate,tunnelExit_0_35fps,0.022393465,1,0.470214459,0.574502704
Series2,0,60,6,lowFramerate,tunnelExit_0_35fps,0.016933477,1,0.489269476,0.573801194
Ensemble2,0,60,6,lowFramerate,tunnelExit_0_35fps,0.04417212,1,0,3.740043485
median,0,60,6,lowFramerate,tunnelExit_0_35fps,0.014441633,2,0.597192651,0.966985408
dft,0,60,6,lowFramerate,tunnelExit_0_35fps,0.014575815,2,0.576432848,0.959538464
svd,0,60,6,lowFramerate,tunnelExit_0_35fps,0.022650731,2,0.603822865,0.913522497
Madu2,0,60,6,lowFramerate,tunnelExit_0_35fps,0.023166871,2,0.577224687,0.971708996
Series2,0,60,6,lowFramerate,tunnelExit_0_35fps,0.017033422,2,0.586126291,0.733979359
Ensemble2,0,60,6,lowFramerate,tunnelExit_0_35fps,0.04366399,2,0.618332213,1.736198139
median,0,60,6,lowFramerate,tunnelExit_0_35fps,0.014202511,3,0.551313123,0.626898159
dft,0,60,6,lowFramerate,tunnelExit_0_35fps,0.014561105,3,0.529138397,0.629019226
svd,0,60,6,lowFramerate,tunnelExit_0_35fps,0.023058069,3,0.550532825,0.626867238
Madu2,0,60,6,lowFramerate,tunnelExit_0_35fps,0.023158145,3,0.545213413,0.627495719
Series2,0,60,6,lowFramerate,tunnelExit_0_35fps,0.016755462,3,0.560995839,0.626050004
Ensemble2,0,60,6,lowFramerate,tunnelExit_0_35fps,0.043390071,3,0,5.872053859
median,0,60,7,lowFramerate,turnpike_0_5fps,0.016017199,1,0.91366502,1.03529347
dft,0,60,7,lowFramerate,turnpike_0_5fps,0.017024146,1,0.902636228,1.03761066
svd,0,60,7,lowFramerate,turnpike_0_5fps,0.02449282,1,0.886411315,1.020846933
Madu2,0,60,7,lowFramerate,turnpike_0_5fps,0.026523352,1,0.902320063,1.028325887
Series2,0,60,7,lowFramerate,turnpike_0_5fps,0.019519038,1,0.889480847,1.691590306
Ensemble2,0,60,7,lowFramerate,turnpike_0_5fps,0.052548965,1,0.889156618,25.63799364
median,0,60,7,lowFramerate,turnpike_0_5fps,0.016984781,2,0.945146879,0.834653884
dft,0,60,7,lowFramerate,turnpike_0_5fps,0.017330329,2,0,0.973276158
svd,0,60,7,lowFramerate,turnpike_0_5fps,0.025332636,2,0.760661144,1.3943435
Madu2,0,60,7,lowFramerate,turnpike_0_5fps,0.025913265,2,0.954343528,0.832115448
Series2,0,60,7,lowFramerate,turnpike_0_5fps,0.019499567,2,0.806442903,1.953611361
Ensemble2,0,60,7,lowFramerate,turnpike_0_5fps,0.051118957,2,0,19.03462521
median,0,60,7,lowFramerate,turnpike_0_5fps,0.016997947,3,0.932221212,0.93736576
dft,0,60,7,lowFramerate,turnpike_0_5fps,0.017137051,3,0.908906325,0.941369583
svd,0,60,7,lowFramerate,turnpike_0_5fps,0.024164173,3,0.859417326,1.998028957
Madu2,0,60,7,lowFramerate,turnpike_0_5fps,0.025623984,3,0.929929895,0.933558317
Series2,0,60,7,lowFramerate,turnpike_0_5fps,0.019730488,3,0.922088264,1.670016625
Ensemble2,0,60,7,lowFramerate,turnpike_0_5fps,0.052323368,3,0.890551042,9.033139247
median,0,60,8,thermal,corridor,0.016103196,1,0.756057703,0.326558001
dft,0,60,8,thermal,corridor,0.016926885,1,0.753485747,0.3260398
svd,0,60,8,thermal,corridor,0.02477237,1,0.933259482,0.136475478
Madu2,0,60,8,thermal,corridor,0.025231576,1,0.900151631,0.260986231
Series2,0,60,8,thermal,corridor,0.019428229,1,0.822119525,0.303101158
Ensemble2,0,60,8,thermal,corridor,0.052786565,1,0.936968726,0.143790779
median,0,60,8,thermal,corridor,0.016839802,2,0.710628647,0.387412433
dft,0,60,8,thermal,corridor,0.017001593,2,0.70952659,0.229450209
svd,0,60,8,thermal,corridor,0.025310075,2,0.876228501,0.129896723
Madu2,0,60,8,thermal,corridor,0.025788629,2,0.873058185,0.156167311
Series2,0,60,8,thermal,corridor,0.019572401,2,0.760535324,0.265704882
Ensemble2,0,60,8,thermal,corridor,0.051876438,2,0.890182581,0.141017669
median,0,60,8,thermal,corridor,0.016791916,3,0.818433593,0.238152889
dft,0,60,8,thermal,corridor,0.016873682,3,0.779047877,0.25127774
svd,0,60,8,thermal,corridor,0.02503835,3,0.930159974,0.120493171
Madu2,0,60,8,thermal,corridor,0.026201332,3,0.889872863,0.149033637
Series2,0,60,8,thermal,corridor,0.019553673,3,0.868435311,0.197494537
Ensemble2,0,60,8,thermal,corridor,0.051183403,3,0.953512904,0.129488319
median,0,60,9,thermal,diningRoom,0.015936482,1,0.849381026,0.228601184
dft,0,60,9,thermal,diningRoom,0.017095923,1,0.853101038,0.219623649
svd,0,60,9,thermal,diningRoom,0.024937367,1,0.862569245,0.209683713
Madu2,0,60,9,thermal,diningRoom,0.026378477,1,0.875139251,0.202149157
Series2,0,60,9,thermal,diningRoom,0.019583714,1,0.856589402,0.202884937
Ensemble2,0,60,9,thermal,diningRoom,0.051831853,1,0.851301644,0.246340263
median,0,60,9,thermal,diningRoom,0.017011964,2,0.881468455,0.192384085
dft,0,60,9,thermal,diningRoom,0.017060268,2,0.864836363,0.200334662
svd,0,60,9,thermal,diningRoom,0.025647211,2,0.88851245,0.179816831
Madu2,0,60,9,thermal,diningRoom,0.026117468,2,0.905486983,0.175838892
Series2,0,60,9,thermal,diningRoom,0.019696522,2,0.870082056,0.159521796
Ensemble2,0,60,9,thermal,diningRoom,0.051268554,2,0.876424879,0.32184291
median,0,60,9,thermal,diningRoom,0.017042375,3,0.878137857,0.199106985
dft,0,60,9,thermal,diningRoom,0.017068839,3,0.878041947,0.192287602
svd,0,60,9,thermal,diningRoom,0.025015295,3,0.89129616,0.139881664
Madu2,0,60,9,thermal,diningRoom,0.025937974,3,0.905456309,0.173746905
Series2,0,60,9,thermal,diningRoom,0.019497812,3,0.88353932,0.155461929
Ensemble2,0,60,9,thermal,diningRoom,0.050768614,3,0.88011003,0.323958722
median,0,60,10,thermal,lakeSide,0.01703577,1,0.517144065,0.314559229
dft,0,60,10,thermal,lakeSide,0.01706022,1,0.484836211,0.323648564
svd,0,60,10,thermal,lakeSide,0.024952173,1,0.551304907,0.297294671
Madu2,0,60,10,thermal,lakeSide,0.025596154,1,0.531471436,0.319109724
Series2,0,60,10,thermal,lakeSide,0.01967454,1,0.598858435,0.295626192
Ensemble2,0,60,10,thermal,lakeSide,0.05151999,1,0.532805558,0.308572459
median,0,60,10,thermal,lakeSide,0.016923392,2,0.651255217,0.327065935
dft,0,60,10,thermal,lakeSide,0.016809416,2,0.567711264,0.342173027
svd,0,60,10,thermal,lakeSide,0.024721301,2,0.696689751,0.271752632
Madu2,0,60,10,thermal,lakeSide,0.02599808,2,0.633657662,0.304758913
Series2,0,60,10,thermal,lakeSide,0.0197317,2,0.684626594,0.282190286
Ensemble2,0,60,10,thermal,lakeSide,0.051120305,2,0.696297431,0.424919013
median,0,60,10,thermal,lakeSide,0.016966879,3,0.581778348,0.33141598
dft,0,60,10,thermal,lakeSide,0.017219436,3,0.455949176,0.39250081
svd,0,60,10,thermal,lakeSide,0.024626946,3,0.603735064,0.32928815
Madu2,0,60,10,thermal,lakeSide,0.02625469,3,0.579354884,0.3479392
Series2,0,60,10,thermal,lakeSide,0.019549751,3,0.597437756,0.402214874
Ensemble2,0,60,10,thermal,lakeSide,0.051529741,3,0.656827606,0.307376428
median,0,60,11,thermal,library,0.017115629,1,0.743083467,0.460771772
dft,0,60,11,thermal,library,0.017083347,1,0.730397267,0.430035737
svd,0,60,11,thermal,library,0.025116897,1,0.962310213,0.173653824
Madu2,0,60,11,thermal,library,0.025946736,1,0.964092174,0.177264789
Series2,0,60,11,thermal,library,0.019555819,1,0.948790752,0.20682129
Ensemble2,0,60,11,thermal,library,0.052068269,1,0.963047626,0.218957927
median,0,60,11,thermal,library,0.016909361,2,0.778703667,0.373903861
dft,0,60,11,thermal,library,0.017139065,2,0.716905259,0.441679392
svd,0,60,11,thermal,library,0.025118935,2,0.974990302,0.147810907
Madu2,0,60,11,thermal,library,0.026648772,2,0.972711663,0.143876845
Series2,0,60,11,thermal,library,0.019700611,2,0.968229272,0.181985539
Ensemble2,0,60,11,thermal,library,0.052340853,2,0.982472572,0.148393192
median,0,60,11,thermal,library,0.016930461,3,0.692809759,0.422511828
dft,0,60,11,thermal,library,0.017143035,3,0.753529914,0.39827503
svd,0,60,11,thermal,library,0.024798632,3,0.97039565,0.172919631
Madu2,0,60,11,thermal,library,0.025584483,3,0.965814313,0.173242931
Series2,0,60,11,thermal,library,0.01962024,3,0.962991376,0.210380723
Ensemble2,0,60,11,thermal,library,0.051637483,3,0.977010691,0.170096755
median,0,60,12,thermal,park,0.018591118,1,0.854775146,0.1530469
dft,0,60,12,thermal,park,0.018384695,1,0.866479476,0.181477982
svd,0,60,12,thermal,park,0.02648201,1,0.903526587,0.145507093
Madu2,0,60,12,thermal,park,0.027381039,1,0.873815647,0.161481854
Series2,0,60,12,thermal,park,0.020800352,1,0.902824889,0.211192802
Ensemble2,0,60,12,thermal,park,0.057011604,1,0.82286021,0.171895272
median,0,60,12,thermal,park,0.017801189,2,0.889931467,0.407297009
dft,0,60,12,thermal,park,0.018198586,2,0.895985661,0.155925751
svd,0,60,12,thermal,park,0.026366282,2,0.784815607,0.193538028
Madu2,0,60,12,thermal,park,0.027821016,2,0.885275093,0.405559289
Series2,0,60,12,thermal,park,0.020683336,2,0.807251275,0.254342824
Ensemble2,0,60,12,thermal,park,0.054823112,2,0.91200447,0.139810729
median,0,60,12,thermal,park,0.018732882,3,0.851541425,0.15070304
dft,0,60,12,thermal,park,0.018800116,3,0.811567934,0.207030332
svd,0,60,12,thermal,park,0.027211142,3,0.86145413,0.161426306
Madu2,0,60,12,thermal,park,0.027628899,3,0.793557076,0.276679006
Series2,0,60,12,thermal,park,0.020999622,3,0.835037544,0.310673553
Ensemble2,0,60,12,thermal,park,0.055507088,3,0.851482027,0.156289747
median,0,60,13,badWeather,blizzard,0.015210974,1,0.864452119,0.505885437
dft,0,60,13,badWeather,blizzard,0.01544677,1,0.781490208,0.200524704
svd,0,60,13,badWeather,blizzard,0.023411572,1,0.522290097,0.380091103
Madu2,0,60,13,badWeather,blizzard,0.024028409,1,0.806626653,0.506408319
Series2,0,60,13,badWeather,blizzard,0.017804158,1,0.297033011,0.513603154
Ensemble2,0,60,13,badWeather,blizzard,0.046584487,1,0,1.496005195
median,0,60,13,badWeather,blizzard,0.015105844,2,0.862113367,0.513697422
dft,0,60,13,badWeather,blizzard,0.015272236,2,0.824829849,0.522023982
svd,0,60,13,badWeather,blizzard,0.022979701,2,0,0.598953205
Madu2,0,60,13,badWeather,blizzard,0.024470806,2,0.865969782,0.267718929
Series2,0,60,13,badWeather,blizzard,0.017848229,2,0.879775659,0.138492094
Ensemble2,0,60,13,badWeather,blizzard,0.04670223,2,0,1.226164136
median,0,60,13,badWeather,blizzard,0.015153742,3,0.88180282,0.234011252
dft,0,60,13,badWeather,blizzard,0.015256107,3,0.804692149,0.53415993
svd,0,60,13,badWeather,blizzard,0.023013139,3,0.746702572,0.36733705
Madu2,0,60,13,badWeather,blizzard,0.023461056,3,0.818775957,0.534413354
Series2,0,60,13,badWeather,blizzard,0.017709816,3,0.88775634,0.176079979
Ensemble2,0,60,13,badWeather,blizzard,0.04611398,3,0.665945022,0.314417437
median,0,60,14,badWeather,skating,0.015397143,1,0.815278619,0.434135483
dft,0,60,14,badWeather,skating,0.015332198,1,0,0.590737739
svd,0,60,14,badWeather,skating,0.022600973,1,0.273837982,0.573910412
Madu2,0,60,14,badWeather,skating,0.025187588,1,0.944283324,0.400772749
Series2,0,60,14,badWeather,skating,0.017658508,1,0.564593446,0.413988608
Ensemble2,0,60,14,badWeather,skating,0.046838975,1,0,3.101374676
median,0,60,14,badWeather,skating,0.015071428,2,0.82329734,0.437123036
dft,0,60,14,badWeather,skating,0.015345144,2,0.808950698,0.442614096
svd,0,60,14,badWeather,skating,0.022862351,2,0.784173875,0.443203588
Madu2,0,60,14,badWeather,skating,0.023904312,2,0.940553727,0.401175045
Series2,0,60,14,badWeather,skating,0.017677522,2,0.824891442,0.322438017
Ensemble2,0,60,14,badWeather,skating,0.046536314,2,0.607670091,0.430235758
median,0,60,14,badWeather,skating,0.015086401,3,0.824204755,0.432632107
dft,0,60,14,badWeather,skating,0.015192735,3,0.813299646,0.428022358
svd,0,60,14,badWeather,skating,0.02286123,3,0.882738559,0.357944766
Madu2,0,60,14,badWeather,skating,0.023593736,3,0.919494724,0.406159195
Series2,0,60,14,badWeather,skating,0.017699337,3,0.857852401,0.299621312
Ensemble2,0,60,14,badWeather,skating,0.04652884,3,0,0.50939423
median,0,60,15,badWeather,snowFall,0.015258467,1,0,0.986565382
dft,0,60,15,badWeather,snowFall,0.01528908,1,0,0.862904467
svd,0,60,15,badWeather,snowFall,0.022802258,1,0,0.415420184
Madu2,0,60,15,badWeather,snowFall,0.023639905,1,0,0.422082751
Series2,0,60,15,badWeather,snowFall,0.017774475,1,0,0.395256303
Ensemble2,0,60,15,badWeather,snowFall,0.047246218,1,0,0.408214873
median,0,60,15,badWeather,snowFall,0.01522665,2,0,0.853257019
dft,0,60,15,badWeather,snowFall,0.015346694,2,0,0.254483644
svd,0,60,15,badWeather,snowFall,0.023261285,2,0.374006789,0.236866457
Madu2,0,60,15,badWeather,snowFall,0.024085629,2,0.675983809,0.186112106
Series2,0,60,15,badWeather,snowFall,0.017634368,2,0.728641609,0.470533691
Ensemble2,0,60,15,badWeather,snowFall,0.046440363,2,0,1.120812732
median,0,60,15,badWeather,snowFall,0.015290523,3,0.656379762,0.565652534
dft,0,60,15,badWeather,snowFall,0.015381992,3,0.659432008,0.566069226
svd,0,60,15,badWeather,snowFall,0.023374093,3,0.330386444,0.583612159
Madu2,0,60,15,badWeather,snowFall,0.02405163,3,0.76243847,0.559675424
Series2,0,60,15,badWeather,snowFall,0.017538977,3,0,0.60033015
Ensemble2,0,60,15,badWeather,snowFall,0.046116972,3,0,0.619523516
median,0,60,16,badWeather,wetSnow,0.017008841,1,0.833709332,0.518204606
dft,0,60,16,badWeather,wetSnow,0.016923428,1,0.835606622,0.51706032
svd,0,60,16,badWeather,wetSnow,0.025015604,1,0.489819698,0.456617182
Madu2,0,60,16,badWeather,wetSnow,0.025324249,1,0.823922022,0.516399801
Series2,0,60,16,badWeather,wetSnow,0.019409811,1,0.833947076,0.518584104
Ensemble2,0,60,16,badWeather,wetSnow,0.051803255,1,0,0.726113439
median,0,60,16,badWeather,wetSnow,0.016856563,2,0.780698637,0.51115599
dft,0,60,16,badWeather,wetSnow,0.017146075,2,0.624537256,0.519058816
svd,0,60,16,badWeather,wetSnow,0.025088537,2,0.663841191,0.458669688
Madu2,0,60,16,badWeather,wetSnow,0.026148367,2,0.754652962,0.525843479
Series2,0,60,16,badWeather,wetSnow,0.019292939,2,0.779798879,0.514228472
Ensemble2,0,60,16,badWeather,wetSnow,0.050692487,2,0,0.758653415
median,0,60,16,badWeather,wetSnow,0.016830122,3,0,0.416752476
dft,0,60,16,badWeather,wetSnow,0.01684972,3,0,0.402957443
svd,0,60,16,badWeather,wetSnow,0.025371814,3,0.599547241,0.457877921
